Estado,Tipo_Crime,Ano,Quantidade
SP,Furto,2023,127
CE,Homicídio,2003,303
PE,Homicídio,2019,466
BA,Roubo,2011,182
PE,Furto,2024,404
RJ,Furto,2001,201
SC,Furto,2023,296
SP,Furto,2012,409
RJ,Furto,2002,405
PR,Homicídio,2016,361
RJ,Violência Doméstica,2021,322
SC,Tráfico de Drogas,2018,317
BA,Roubo,2007,188
RJ,Tráfico de Drogas,2003,74
PE,Homicídio,2013,219
PR,Tráfico de Drogas,2008,131
CE,Violência Doméstica,2006,278
SP,Furto,2009,325
RJ,Furto,2022,149
RJ,Homicídio,2005,229
RJ,Tráfico de Drogas,2006,261
PR,Furto,2004,375
RJ,Tráfico de Drogas,2018,154
CE,Tráfico de Drogas,2016,339
BA,Roubo,2012,41
CE,Homicídio,2009,157
CE,Homicídio,2011,310
RJ,Homicídio,2024,180
SP,Tráfico de Drogas,2019,3
SC,Tráfico de Drogas,2008,226
SC,Furto,2001,319
RS,Homicídio,2019,356
CE,Homicídio,2003,267
RJ,Roubo,2019,129
PE,Tráfico de Drogas,2010,419
RJ,Tráfico de Drogas,2004,60
PE,Violência Doméstica,2021,29
MG,Furto,2001,394
RS,Furto,2015,205
SC,Tráfico de Drogas,2000,420
RJ,Roubo,2023,231
MG,Homicídio,2020,316
SP,Roubo,2002,43
RJ,Homicídio,2002,185
CE,Tráfico de Drogas,2013,496
SC,Furto,2001,450
PE,Roubo,2024,348
AM,Furto,2004,333
PE,Roubo,2011,453
RJ,Furto,2013,374
SP,Homicídio,2023,251
BA,Homicídio,2001,388
SP,Tráfico de Drogas,2010,35
SC,Homicídio,2016,271
SC,Roubo,2019,108
PR,Roubo,2007,77
CE,Homicídio,2016,178
RS,Violência Doméstica,2008,328
SP,Violência Doméstica,2017,384
CE,Homicídio,2008,117
AM,Tráfico de Drogas,2014,350
MG,Homicídio,2020,311
MG,Homicídio,2012,278
CE,Roubo,2017,121
RS,Furto,2003,240
CE,Roubo,2014,114
RS,Furto,2024,7
SC,Tráfico de Drogas,2014,230
CE,Homicídio,2018,98
RS,Tráfico de Drogas,2012,201
RS,Tráfico de Drogas,2011,216
PE,Tráfico de Drogas,2006,384
SC,Homicídio,2011,87
MG,Homicídio,2019,141
PR,Roubo,2003,96
RS,Tráfico de Drogas,2006,318
MG,Tráfico de Drogas,2003,120
AM,Homicídio,2016,45
RS,Homicídio,2021,437
RJ,Tráfico de Drogas,2007,16
CE,Homicídio,2009,311
PE,Violência Doméstica,2010,393
RJ,Homicídio,2007,139
SP,Furto,2018,39
RJ,Homicídio,2022,381
RJ,Homicídio,2022,181
PR,Homicídio,2005,55
MG,Roubo,2013,50
SP,Violência Doméstica,2008,251
RS,Roubo,2023,324
MG,Tráfico de Drogas,2021,178
CE,Tráfico de Drogas,2022,298
PR,Violência Doméstica,2016,158
PE,Furto,2024,342
SP,Violência Doméstica,2019,456
AM,Roubo,2023,456
PE,Homicídio,2013,414
AM,Tráfico de Drogas,2021,432
AM,Tráfico de Drogas,2019,141
SP,Furto,2018,375
MG,Violência Doméstica,2022,323
SP,Violência Doméstica,2015,281
MG,Violência Doméstica,2016,271
RJ,Tráfico de Drogas,2016,176
SP,Furto,2005,471
BA,Tráfico de Drogas,2018,38
AM,Homicídio,2014,26
RS,Homicídio,2003,274
AM,Violência Doméstica,2020,423
BA,Furto,2018,252
MG,Tráfico de Drogas,2020,251
PR,Violência Doméstica,2019,12
SC,Violência Doméstica,2017,2
PR,Tráfico de Drogas,2016,250
CE,Roubo,2009,31
SP,Tráfico de Drogas,2012,53
CE,Furto,2012,216
RJ,Roubo,2023,150
PR,Violência Doméstica,2017,286
RJ,Furto,2012,104
SP,Roubo,2010,64
PR,Violência Doméstica,2022,231
PR,Furto,2014,260
PR,Violência Doméstica,2022,160
RS,Furto,2011,300
RS,Furto,2016,243
SC,Furto,2000,38
PE,Violência Doméstica,2022,275
MG,Furto,2018,271
PE,Roubo,2000,479
RJ,Violência Doméstica,2006,162
MG,Roubo,2016,363
SP,Roubo,2021,428
SP,Roubo,2002,314
SP,Roubo,2002,292
SC,Tráfico de Drogas,2015,138
AM,Roubo,2016,415
MG,Tráfico de Drogas,2012,271
PE,Furto,2001,85
SC,Homicídio,2013,82
BA,Homicídio,2008,233
CE,Tráfico de Drogas,2012,385
BA,Roubo,2008,418
CE,Tráfico de Drogas,2010,452
RJ,Violência Doméstica,2005,165
SP,Homicídio,2007,247
PE,Violência Doméstica,2022,343
PE,Roubo,2012,200
AM,Furto,2021,249
PR,Roubo,2014,476
RS,Furto,2007,141
PR,Furto,2014,343
SC,Violência Doméstica,2006,8
RJ,Roubo,2024,157
CE,Violência Doméstica,2001,486
RS,Roubo,2012,466
SP,Violência Doméstica,2021,389
AM,Roubo,2001,293
MG,Furto,2004,286
BA,Roubo,2021,14
SC,Furto,2022,186
PE,Violência Doméstica,2012,441
SC,Furto,2001,34
SC,Furto,2013,40
BA,Homicídio,2024,220
RS,Homicídio,2023,84
PE,Homicídio,2010,47
MG,Violência Doméstica,2000,315
PE,Violência Doméstica,2015,491
AM,Homicídio,2010,477
MG,Furto,2001,216
SC,Violência Doméstica,2019,269
SP,Violência Doméstica,2014,44
RJ,Violência Doméstica,2008,347
SP,Roubo,2006,478
BA,Violência Doméstica,2024,332
SC,Homicídio,2008,405
MG,Homicídio,2019,493
SP,Tráfico de Drogas,2016,451
PR,Roubo,2012,244
SP,Roubo,2014,475
PE,Furto,2004,386
PE,Homicídio,2023,88
SC,Tráfico de Drogas,2008,294
BA,Tráfico de Drogas,2024,337
PR,Furto,2019,260
PR,Tráfico de Drogas,2014,243
SC,Tráfico de Drogas,2022,206
CE,Furto,2003,173
PE,Tráfico de Drogas,2003,325
PR,Roubo,2017,334
CE,Roubo,2022,488
SP,Homicídio,2000,366
PE,Furto,2011,118
PR,Furto,2002,370
SP,Violência Doméstica,2010,353
PR,Furto,2020,37
AM,Tráfico de Drogas,2008,48
RJ,Tráfico de Drogas,2003,191
BA,Roubo,2024,232
RS,Homicídio,2001,195
PR,Violência Doméstica,2024,318
SC,Roubo,2010,303
PR,Homicídio,2003,201
AM,Homicídio,2005,16
PR,Roubo,2022,340
RJ,Violência Doméstica,2008,449
PE,Violência Doméstica,2003,445
RJ,Tráfico de Drogas,2014,10
SP,Violência Doméstica,2008,116
MG,Homicídio,2014,78
PR,Roubo,2008,431
SC,Tráfico de Drogas,2009,193
CE,Homicídio,2022,189
SP,Tráfico de Drogas,2020,336
SP,Furto,2000,20
SP,Homicídio,2006,67
MG,Violência Doméstica,2003,17
MG,Furto,2019,479
RJ,Roubo,2004,336
RS,Violência Doméstica,2007,343
SC,Roubo,2021,380
SP,Tráfico de Drogas,2007,48
PR,Roubo,2000,113
PE,Furto,2003,244
SP,Furto,2007,432
PE,Violência Doméstica,2020,235
RS,Homicídio,2001,174
AM,Tráfico de Drogas,2008,219
MG,Violência Doméstica,2012,311
RS,Roubo,2019,430
PE,Roubo,2017,123
SP,Tráfico de Drogas,2021,59
BA,Roubo,2016,39
BA,Roubo,2000,349
PR,Tráfico de Drogas,2012,437
SP,Roubo,2021,71
PE,Violência Doméstica,2020,164
RS,Roubo,2004,51
RJ,Tráfico de Drogas,2022,155
MG,Tráfico de Drogas,2000,234
RS,Roubo,2004,341
RS,Roubo,2013,398
PE,Tráfico de Drogas,2000,419
PR,Violência Doméstica,2005,7
SP,Violência Doméstica,2024,370
MG,Furto,2022,426
SP,Tráfico de Drogas,2015,104
PR,Tráfico de Drogas,2024,213
RS,Tráfico de Drogas,2022,398
RS,Furto,2014,129
PR,Violência Doméstica,2018,290
PE,Homicídio,2009,294
BA,Violência Doméstica,2013,259
BA,Furto,2022,406
SP,Roubo,2005,386
BA,Homicídio,2018,283
PR,Homicídio,2022,317
MG,Furto,2006,69
PE,Tráfico de Drogas,2021,41
PR,Roubo,2006,384
SP,Tráfico de Drogas,2020,3
RS,Tráfico de Drogas,2009,116
MG,Furto,2015,284
CE,Tráfico de Drogas,2014,58
PR,Tráfico de Drogas,2021,426
PR,Homicídio,2023,385
RS,Furto,2012,162
RS,Homicídio,2004,365
PR,Homicídio,2012,368
AM,Violência Doméstica,2011,347
RJ,Tráfico de Drogas,2011,427
SC,Furto,2019,56
PE,Furto,2002,93
SC,Violência Doméstica,2018,378
PE,Roubo,2004,429
PE,Tráfico de Drogas,2004,98
BA,Furto,2014,291
SP,Homicídio,2001,416
SC,Tráfico de Drogas,2010,296
RJ,Violência Doméstica,2009,294
PE,Tráfico de Drogas,2017,124
PE,Furto,2017,462
RJ,Roubo,2003,373
MG,Homicídio,2018,245
RS,Roubo,2022,331
SC,Roubo,2024,113
CE,Homicídio,2020,370
PE,Violência Doméstica,2021,359
AM,Tráfico de Drogas,2024,469
RJ,Homicídio,2007,134
RS,Homicídio,2018,71
PE,Roubo,2013,122
AM,Homicídio,2008,421
PR,Homicídio,2006,491
CE,Violência Doméstica,2019,329
SC,Tráfico de Drogas,2006,213
PE,Roubo,2022,109
AM,Furto,2009,242
MG,Homicídio,2011,167
AM,Tráfico de Drogas,2020,16
MG,Violência Doméstica,2018,490
RJ,Violência Doméstica,2019,495
RS,Furto,2023,153
AM,Violência Doméstica,2009,295
SC,Furto,2015,422
SP,Roubo,2008,277
SC,Furto,2006,418
SP,Tráfico de Drogas,2015,471
PR,Tráfico de Drogas,2012,367
SC,Furto,2006,410
CE,Roubo,2021,315
RJ,Violência Doméstica,2006,107
PE,Tráfico de Drogas,2010,50
SC,Furto,2005,392
BA,Violência Doméstica,2009,315
MG,Homicídio,2006,149
PE,Violência Doméstica,2002,290
CE,Tráfico de Drogas,2016,339
SC,Furto,2012,286
RJ,Homicídio,2016,52
SP,Tráfico de Drogas,2019,330
PE,Homicídio,2002,344
MG,Roubo,2007,328
PE,Roubo,2005,296
MG,Violência Doméstica,2012,131
PE,Tráfico de Drogas,2002,8
PE,Violência Doméstica,2022,217
RJ,Furto,2018,114
SP,Homicídio,2018,8
SC,Tráfico de Drogas,2018,94
SP,Tráfico de Drogas,2024,252
RJ,Homicídio,2022,44
RS,Homicídio,2000,91
SC,Violência Doméstica,2003,254
PE,Tráfico de Drogas,2004,59
SC,Roubo,2013,332
PR,Homicídio,2020,136
SC,Furto,2000,487
PE,Homicídio,2023,382
RJ,Homicídio,2013,365
BA,Roubo,2020,362
MG,Tráfico de Drogas,2007,445
PR,Violência Doméstica,2023,2
RS,Violência Doméstica,2017,491
SP,Tráfico de Drogas,2008,436
RS,Roubo,2020,279
SC,Homicídio,2001,251
RS,Furto,2003,427
SC,Roubo,2020,403
PE,Roubo,2002,343
SP,Furto,2022,127
CE,Furto,2022,496
PR,Violência Doméstica,2019,286
BA,Violência Doméstica,2023,141
BA,Homicídio,2016,390
SC,Homicídio,2004,402
MG,Roubo,2020,110
PE,Tráfico de Drogas,2012,84
SP,Tráfico de Drogas,2000,128
SC,Violência Doméstica,2021,330
AM,Homicídio,2014,406
PR,Roubo,2006,102
SP,Homicídio,2019,175
RJ,Furto,2013,134
PR,Homicídio,2024,226
AM,Violência Doméstica,2013,332
PR,Tráfico de Drogas,2020,75
PE,Tráfico de Drogas,2011,427
RS,Furto,2009,73
BA,Furto,2012,192
PE,Violência Doméstica,2003,139
SC,Violência Doméstica,2018,231
RJ,Violência Doméstica,2023,71
MG,Roubo,2004,107
SC,Violência Doméstica,2004,124
PR,Tráfico de Drogas,2005,169
BA,Homicídio,2010,371
PR,Homicídio,2016,291
PR,Tráfico de Drogas,2018,474
RS,Homicídio,2008,405
AM,Furto,2013,346
SC,Homicídio,2014,448
SC,Violência Doméstica,2005,230
RS,Tráfico de Drogas,2002,439
RS,Homicídio,2007,254
CE,Homicídio,2005,448
SC,Violência Doméstica,2017,126
SC,Tráfico de Drogas,2006,92
CE,Violência Doméstica,2010,138
RJ,Roubo,2010,251
RJ,Homicídio,2007,11
PE,Furto,2007,313
SC,Homicídio,2011,420
RS,Tráfico de Drogas,2009,149
RS,Tráfico de Drogas,2000,204
AM,Furto,2019,112
SC,Roubo,2011,238
SC,Tráfico de Drogas,2022,222
PR,Homicídio,2022,286
CE,Violência Doméstica,2001,208
BA,Tráfico de Drogas,2012,288
PE,Roubo,2020,410
BA,Violência Doméstica,2010,336
RJ,Violência Doméstica,2023,179
PR,Roubo,2000,464
BA,Furto,2006,206
CE,Furto,2016,396
PE,Furto,2022,195
RS,Roubo,2011,213
CE,Roubo,2023,135
RJ,Furto,2017,81
MG,Violência Doméstica,2012,314
PE,Furto,2018,209
AM,Homicídio,2017,381
SC,Tráfico de Drogas,2013,349
CE,Homicídio,2019,193
CE,Furto,2021,155
RJ,Tráfico de Drogas,2002,278
AM,Tráfico de Drogas,2002,258
RS,Homicídio,2001,266
CE,Violência Doméstica,2004,219
PE,Furto,2014,235
BA,Tráfico de Drogas,2013,176
BA,Tráfico de Drogas,2022,477
RJ,Homicídio,2009,128
SP,Tráfico de Drogas,2009,444
MG,Furto,2019,67
RJ,Violência Doméstica,2011,323
PR,Roubo,2007,303
PE,Tráfico de Drogas,2010,488
RJ,Furto,2003,60
RS,Violência Doméstica,2001,60
RS,Homicídio,2022,294
SC,Furto,2011,25
RS,Roubo,2007,347
BA,Roubo,2005,53
BA,Roubo,2018,461
PR,Tráfico de Drogas,2018,125
SP,Tráfico de Drogas,2020,104
CE,Furto,2012,488
MG,Roubo,2019,279
SC,Furto,2021,471
SP,Furto,2018,467
PR,Violência Doméstica,2024,260
PR,Homicídio,2009,424
MG,Roubo,2009,427
PE,Tráfico de Drogas,2022,149
PE,Tráfico de Drogas,2008,114
AM,Violência Doméstica,2001,377
BA,Roubo,2015,198
MG,Furto,2020,151
RJ,Tráfico de Drogas,2007,403
PR,Violência Doméstica,2015,291
CE,Roubo,2006,183
RS,Roubo,2002,445
AM,Tráfico de Drogas,2010,242
AM,Tráfico de Drogas,2023,355
PR,Violência Doméstica,2017,41
RJ,Furto,2006,337
PR,Roubo,2007,379
RS,Tráfico de Drogas,2017,170
CE,Tráfico de Drogas,2003,346
AM,Violência Doméstica,2024,176
SP,Roubo,2010,273
AM,Violência Doméstica,2008,8
BA,Tráfico de Drogas,2014,474
MG,Homicídio,2012,173
AM,Tráfico de Drogas,2005,399
BA,Violência Doméstica,2019,58
RJ,Tráfico de Drogas,2003,444
RJ,Roubo,2023,122
RS,Violência Doméstica,2024,76
SP,Roubo,2007,17
MG,Violência Doméstica,2008,264
PR,Tráfico de Drogas,2007,229
SC,Violência Doméstica,2010,491
PR,Roubo,2014,294
CE,Tráfico de Drogas,2014,290
RS,Homicídio,2011,8
SC,Furto,2023,51
CE,Homicídio,2023,107
PR,Tráfico de Drogas,2003,361
SC,Violência Doméstica,2010,63
RS,Tráfico de Drogas,2015,440
PE,Roubo,2010,201
SP,Violência Doméstica,2006,219
RS,Violência Doméstica,2005,241
RJ,Furto,2015,450
AM,Homicídio,2004,32
AM,Violência Doméstica,2014,211
SC,Roubo,2004,363
RJ,Homicídio,2021,191
SC,Furto,2016,319
PE,Furto,2010,96
PR,Violência Doméstica,2016,399
PE,Tráfico de Drogas,2001,8
RJ,Tráfico de Drogas,2002,65
PR,Tráfico de Drogas,2023,10
CE,Violência Doméstica,2017,125
SP,Furto,2024,463
CE,Roubo,2024,152
SC,Homicídio,2000,222
MG,Roubo,2014,178
SP,Homicídio,2012,12
BA,Homicídio,2005,119
SP,Tráfico de Drogas,2017,133
RJ,Violência Doméstica,2012,43
CE,Roubo,2009,443
RS,Roubo,2017,390
PE,Violência Doméstica,2022,251
AM,Roubo,2004,158
SC,Roubo,2016,103
RS,Roubo,2003,33
CE,Homicídio,2021,171
RS,Roubo,2016,195
BA,Homicídio,2001,278
PE,Roubo,2018,358
RS,Violência Doméstica,2019,278
PR,Homicídio,2003,441
AM,Roubo,2014,94
RS,Homicídio,2021,115
RS,Violência Doméstica,2000,487
BA,Tráfico de Drogas,2005,211
CE,Roubo,2021,388
PR,Furto,2020,255
AM,Furto,2017,477
SP,Homicídio,2023,210
SP,Violência Doméstica,2010,351
CE,Roubo,2007,2
PR,Tráfico de Drogas,2012,142
CE,Roubo,2014,108
MG,Violência Doméstica,2013,108
PE,Tráfico de Drogas,2007,295
AM,Furto,2005,312
SC,Roubo,2007,262
BA,Violência Doméstica,2018,229
AM,Tráfico de Drogas,2003,392
RS,Tráfico de Drogas,2007,362
AM,Violência Doméstica,2010,369
SP,Violência Doméstica,2010,252
AM,Furto,2020,369
PE,Roubo,2017,141
AM,Homicídio,2016,218
AM,Violência Doméstica,2001,437
AM,Homicídio,2023,276
PR,Violência Doméstica,2003,188
SP,Violência Doméstica,2018,135
BA,Violência Doméstica,2015,26
RJ,Violência Doméstica,2018,233
RJ,Roubo,2004,3
BA,Homicídio,2004,359
BA,Roubo,2002,339
AM,Furto,2014,372
PR,Violência Doméstica,2011,159
RJ,Tráfico de Drogas,2004,332
PE,Violência Doméstica,2007,443
MG,Violência Doméstica,2024,135
RJ,Furto,2023,320
SP,Tráfico de Drogas,2013,273
PE,Homicídio,2006,81
BA,Furto,2009,381
CE,Furto,2005,362
PE,Violência Doméstica,2003,156
BA,Furto,2009,274
SC,Furto,2019,291
RS,Furto,2004,18
BA,Tráfico de Drogas,2017,265
PE,Homicídio,2024,51
SC,Violência Doméstica,2019,182
MG,Roubo,2001,102
MG,Homicídio,2004,184
SP,Furto,2005,118
AM,Tráfico de Drogas,2020,369
RS,Tráfico de Drogas,2020,225
SC,Roubo,2002,112
SC,Furto,2016,152
SC,Furto,2019,137
SC,Roubo,2008,141
PE,Violência Doméstica,2012,148
BA,Homicídio,2000,484
RS,Tráfico de Drogas,2008,274
RS,Tráfico de Drogas,2010,204
SP,Tráfico de Drogas,2011,484
RS,Tráfico de Drogas,2005,288
RS,Furto,2010,441
SC,Homicídio,2006,22
SP,Homicídio,2006,439
PR,Furto,2006,330
AM,Roubo,2006,179
RS,Tráfico de Drogas,2023,96
MG,Tráfico de Drogas,2006,286
AM,Tráfico de Drogas,2007,235
RS,Tráfico de Drogas,2023,497
SP,Roubo,2017,441
AM,Tráfico de Drogas,2022,343
PR,Homicídio,2019,397
BA,Homicídio,2003,276
PR,Violência Doméstica,2006,345
AM,Homicídio,2023,345
SC,Homicídio,2014,414
PE,Tráfico de Drogas,2021,232
BA,Violência Doméstica,2010,394
RJ,Furto,2023,360
PR,Homicídio,2005,285
MG,Roubo,2001,118
CE,Tráfico de Drogas,2009,469
RJ,Homicídio,2007,293
BA,Homicídio,2007,28
RS,Violência Doméstica,2000,368
PR,Roubo,2002,140
BA,Tráfico de Drogas,2003,185
RS,Roubo,2010,103
SP,Violência Doméstica,2015,297
SC,Roubo,2010,6
RS,Violência Doméstica,2023,228
RJ,Roubo,2021,305
AM,Tráfico de Drogas,2007,404
SC,Roubo,2012,247
MG,Violência Doméstica,2013,385
RS,Homicídio,2011,226
SP,Homicídio,2014,124
MG,Violência Doméstica,2007,104
BA,Furto,2008,441
SC,Tráfico de Drogas,2002,355
SC,Roubo,2014,10
CE,Roubo,2004,7
RS,Violência Doméstica,2022,441
PR,Homicídio,2013,366
RJ,Furto,2023,376
SP,Tráfico de Drogas,2013,397
PR,Furto,2006,45
PR,Roubo,2015,337
RJ,Homicídio,2001,295
RS,Roubo,2008,103
RJ,Tráfico de Drogas,2016,344
PR,Violência Doméstica,2024,451
SP,Furto,2014,219
CE,Furto,2014,49
RJ,Roubo,2013,306
AM,Violência Doméstica,2017,181
RJ,Homicídio,2007,18
RJ,Violência Doméstica,2012,63
AM,Tráfico de Drogas,2009,459
CE,Tráfico de Drogas,2018,447
MG,Roubo,2012,469
CE,Roubo,2013,307
SP,Violência Doméstica,2010,135
RJ,Homicídio,2019,299
SP,Furto,2002,355
BA,Violência Doméstica,2010,257
MG,Violência Doméstica,2023,151
RJ,Tráfico de Drogas,2000,409
BA,Homicídio,2002,496
RS,Violência Doméstica,2018,466
PR,Roubo,2011,79
MG,Violência Doméstica,2021,63
RJ,Homicídio,2013,9
SP,Violência Doméstica,2011,126
RS,Tráfico de Drogas,2008,431
PE,Roubo,2003,126
PE,Violência Doméstica,2005,126
SP,Furto,2000,155
AM,Tráfico de Drogas,2021,477
PR,Homicídio,2006,58
SC,Tráfico de Drogas,2023,384
SP,Violência Doméstica,2006,112
SP,Roubo,2004,378
SC,Furto,2023,91
BA,Tráfico de Drogas,2004,474
PR,Roubo,2023,453
PE,Violência Doméstica,2007,398
PR,Tráfico de Drogas,2016,220
PR,Homicídio,2001,207
SC,Furto,2005,114
RJ,Violência Doméstica,2010,237
SP,Homicídio,2006,494
PE,Homicídio,2011,70
SP,Homicídio,2019,25
BA,Tráfico de Drogas,2001,474
AM,Tráfico de Drogas,2014,199
AM,Violência Doméstica,2011,151
PR,Roubo,2008,497
RS,Roubo,2009,231
MG,Furto,2011,163
BA,Tráfico de Drogas,2016,146
CE,Roubo,2009,63
RJ,Furto,2020,346
BA,Homicídio,2008,239
MG,Tráfico de Drogas,2019,452
PE,Furto,2002,65
PE,Roubo,2003,92
SP,Tráfico de Drogas,2008,74
AM,Violência Doméstica,2020,222
MG,Violência Doméstica,2001,430
AM,Homicídio,2023,14
RS,Violência Doméstica,2024,75
PR,Furto,2022,258
AM,Violência Doméstica,2002,331
AM,Roubo,2021,70
PE,Roubo,2021,15
PR,Furto,2000,198
MG,Homicídio,2015,278
RS,Violência Doméstica,2018,70
RS,Tráfico de Drogas,2016,245
PE,Furto,2000,19
SP,Furto,2023,483
SC,Furto,2007,250
CE,Roubo,2006,369
MG,Violência Doméstica,2023,391
SC,Homicídio,2003,183
PR,Tráfico de Drogas,2024,309
PR,Roubo,2010,331
BA,Tráfico de Drogas,2003,69
PR,Homicídio,2019,256
RS,Furto,2001,102
PR,Roubo,2016,457
BA,Homicídio,2005,199
AM,Homicídio,2000,64
RJ,Tráfico de Drogas,2001,437
SC,Roubo,2012,488
RJ,Roubo,2009,283
PE,Roubo,2001,311
MG,Furto,2001,212
CE,Violência Doméstica,2000,7
CE,Tráfico de Drogas,2007,206
MG,Violência Doméstica,2012,92
SC,Homicídio,2012,444
PR,Tráfico de Drogas,2023,153
CE,Furto,2002,14
BA,Tráfico de Drogas,2010,133
SP,Homicídio,2003,124
AM,Tráfico de Drogas,2000,125
BA,Roubo,2009,347
CE,Tráfico de Drogas,2006,346
SC,Tráfico de Drogas,2002,60
SC,Furto,2020,74
SP,Violência Doméstica,2003,292
AM,Homicídio,2000,3
RS,Homicídio,2016,309
SC,Homicídio,2005,430
SP,Homicídio,2001,488
SC,Homicídio,2010,477
SC,Homicídio,2006,411
BA,Furto,2023,321
RJ,Roubo,2017,438
MG,Roubo,2013,474
BA,Furto,2018,242
PE,Furto,2003,402
SP,Tráfico de Drogas,2014,17
RJ,Roubo,2000,313
BA,Homicídio,2006,178
RJ,Violência Doméstica,2001,442
BA,Roubo,2002,5
AM,Tráfico de Drogas,2021,104
RS,Homicídio,2023,431
SP,Tráfico de Drogas,2002,139
SC,Furto,2012,131
PR,Violência Doméstica,2002,316
BA,Roubo,2009,258
PR,Homicídio,2000,83
SC,Furto,2018,259
AM,Tráfico de Drogas,2003,101
PR,Violência Doméstica,2010,366
PR,Violência Doméstica,2014,422
CE,Furto,2020,305
PE,Furto,2012,302
AM,Tráfico de Drogas,2006,242
CE,Violência Doméstica,2004,493
PE,Furto,2001,410
RS,Furto,2011,64
SC,Violência Doméstica,2002,225
RJ,Tráfico de Drogas,2008,50
RS,Roubo,2023,443
PR,Furto,2005,88
RJ,Tráfico de Drogas,2007,203
CE,Furto,2020,401
MG,Furto,2008,166
AM,Roubo,2022,322
SC,Roubo,2007,61
RJ,Violência Doméstica,2022,277
SP,Furto,2022,414
SP,Furto,2005,424
AM,Homicídio,2005,28
SC,Furto,2005,186
CE,Tráfico de Drogas,2024,381
RJ,Homicídio,2019,77
RS,Furto,2018,98
PE,Roubo,2013,423
PE,Roubo,2004,176
SP,Violência Doméstica,2014,476
CE,Violência Doméstica,2010,269
BA,Roubo,2005,499
RJ,Tráfico de Drogas,2022,204
RS,Homicídio,2001,123
PR,Furto,2002,135
PE,Homicídio,2015,272
PR,Violência Doméstica,2005,275
AM,Furto,2014,452
AM,Violência Doméstica,2024,24
SC,Roubo,2006,56
SP,Tráfico de Drogas,2024,385
PR,Furto,2018,246
SP,Tráfico de Drogas,2001,214
CE,Violência Doméstica,2013,310
PR,Violência Doméstica,2006,257
RJ,Tráfico de Drogas,2023,89
CE,Furto,2016,341
BA,Tráfico de Drogas,2003,27
RS,Tráfico de Drogas,2002,278
AM,Furto,2014,393
RS,Homicídio,2018,491
RS,Tráfico de Drogas,2022,493
SP,Homicídio,2018,385
PE,Roubo,2024,499
PE,Violência Doméstica,2004,381
MG,Violência Doméstica,2012,282
MG,Tráfico de Drogas,2024,411
BA,Homicídio,2017,454
PR,Furto,2016,237
RJ,Furto,2016,459
PR,Tráfico de Drogas,2021,93
CE,Tráfico de Drogas,2022,149
BA,Roubo,2016,250
PE,Violência Doméstica,2010,32
MG,Violência Doméstica,2017,155
MG,Homicídio,2020,249
PE,Furto,2020,78
BA,Homicídio,2015,89
PE,Furto,2007,221
PR,Roubo,2008,382
RJ,Furto,2020,298
PE,Furto,2008,331
SP,Roubo,2022,93
MG,Tráfico de Drogas,2018,323
RJ,Violência Doméstica,2019,113
CE,Homicídio,2013,374
CE,Furto,2002,322
BA,Violência Doméstica,2000,427
CE,Roubo,2017,185
SC,Homicídio,2016,76
AM,Furto,2017,359
SP,Furto,2012,492
MG,Tráfico de Drogas,2010,407
SC,Tráfico de Drogas,2003,258
SC,Roubo,2010,439
AM,Homicídio,2009,356
MG,Tráfico de Drogas,2024,168
SP,Homicídio,2011,420
MG,Furto,2016,199
RJ,Homicídio,2000,240
PE,Violência Doméstica,2005,217
SP,Roubo,2013,131
SC,Furto,2024,145
RJ,Tráfico de Drogas,2007,425
SC,Homicídio,2017,131
AM,Homicídio,2005,228
BA,Violência Doméstica,2017,178
RJ,Violência Doméstica,2009,29
BA,Violência Doméstica,2005,279
RS,Homicídio,2007,184
AM,Tráfico de Drogas,2002,195
AM,Tráfico de Drogas,2005,6
BA,Tráfico de Drogas,2012,280
RS,Tráfico de Drogas,2022,377
SP,Tráfico de Drogas,2009,143
PR,Homicídio,2001,291
BA,Homicídio,2006,408
BA,Roubo,2018,331
SC,Furto,2013,120
BA,Violência Doméstica,2006,466
RS,Roubo,2024,368
RS,Homicídio,2001,467
RJ,Violência Doméstica,2023,462
MG,Roubo,2023,100
RJ,Tráfico de Drogas,2002,416
MG,Furto,2007,304
RJ,Homicídio,2003,490
SP,Homicídio,2000,281
SC,Violência Doméstica,2001,44
MG,Tráfico de Drogas,2015,493
RS,Violência Doméstica,2001,202
MG,Furto,2008,335
MG,Tráfico de Drogas,2004,8
CE,Roubo,2019,227
CE,Violência Doméstica,2007,46
BA,Tráfico de Drogas,2023,99
PE,Furto,2010,201
MG,Homicídio,2001,160
RJ,Tráfico de Drogas,2021,182
RS,Tráfico de Drogas,2021,179
CE,Violência Doméstica,2006,384
AM,Roubo,2013,209
RS,Tráfico de Drogas,2005,53
CE,Violência Doméstica,2006,398
RS,Violência Doméstica,2011,210
PE,Violência Doméstica,2009,202
